grade,subject,classification,lessons,humanReviewed,legacyStatusOnly,objectivesInPayload,classwork,homework,practice,quiz,assessmentQuestions,labsInPayload,typedLabs,units,moeObjectives,exams,moeArchive,releases,gaps
6,CAREER_EXPLORATION,NO_VERIFIED_SOURCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0,"NO_LIVE_LESSONS;NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;NO_CLASSWORK;NO_HOMEWORK;NO_PRACTICE;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_UNIT_STRUCTURE;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
6,COMMUNICATION_SKILLS,NO_VERIFIED_SOURCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0,"NO_LIVE_LESSONS;NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;NO_CLASSWORK;NO_HOMEWORK;NO_PRACTICE;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_UNIT_STRUCTURE;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
6,PROBLEM_SOLVING,NO_VERIFIED_SOURCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0,"NO_LIVE_LESSONS;NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;NO_CLASSWORK;NO_HOMEWORK;NO_PRACTICE;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_UNIT_STRUCTURE;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
6,CREATIVITY_INNOVATION,NO_VERIFIED_SOURCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0,"NO_LIVE_LESSONS;NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;NO_CLASSWORK;NO_HOMEWORK;NO_PRACTICE;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_UNIT_STRUCTURE;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
6,AGRICULTURE,NO_VERIFIED_SOURCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0,"NO_LIVE_LESSONS;NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;NO_CLASSWORK;NO_HOMEWORK;NO_PRACTICE;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_UNIT_STRUCTURE;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
6,ENVIRONMENTAL_STUDIES,NO_VERIFIED_SOURCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0,"NO_LIVE_LESSONS;NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;NO_CLASSWORK;NO_HOMEWORK;NO_PRACTICE;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_UNIT_STRUCTURE;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
6,AI_LITERACY,NO_VERIFIED_SOURCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0,"NO_LIVE_LESSONS;NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;NO_CLASSWORK;NO_HOMEWORK;NO_PRACTICE;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_UNIT_STRUCTURE;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
6,DATA_LITERACY,NO_VERIFIED_SOURCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0,"NO_LIVE_LESSONS;NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;NO_CLASSWORK;NO_HOMEWORK;NO_PRACTICE;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_UNIT_STRUCTURE;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
6,ENERGY_INFRASTRUCTURE,NO_VERIFIED_SOURCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0,"NO_LIVE_LESSONS;NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;NO_CLASSWORK;NO_HOMEWORK;NO_PRACTICE;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_UNIT_STRUCTURE;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
7,MATH,AUTHORITY_CONFLICT,40,0,40,40,1,0,3,0,1,5,0,10,0,1,yes,0,"NO_GOVERNED_OBJECTIVES;LESSONS_WITHOUT_HUMAN_REVIEW;UNVERIFIED_PROVENANCE;NO_HOMEWORK;NO_DIAGNOSTIC_BINDING;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
7,LITERACY,AUTHORITY_CONFLICT,108,0,108,108,1,0,4,0,1,7,0,20,0,0,yes,0,"NO_GOVERNED_OBJECTIVES;LESSONS_WITHOUT_HUMAN_REVIEW;UNVERIFIED_PROVENANCE;NO_HOMEWORK;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY;NON_CANONICAL_SUBJECT_BINDING"
7,SCIENCE,AUTHORITY_CONFLICT,76,0,76,76,4,0,6,43,47,6,4,10,0,0,yes,0,"NO_GOVERNED_OBJECTIVES;LESSONS_WITHOUT_HUMAN_REVIEW;UNVERIFIED_PROVENANCE;NO_HOMEWORK;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
7,SOCIAL_STUDIES,AUTHORITY_CONFLICT,53,0,53,53,4,0,5,41,45,0,0,10,0,0,yes,0,"NO_GOVERNED_OBJECTIVES;LESSONS_WITHOUT_HUMAN_REVIEW;UNVERIFIED_PROVENANCE;NO_HOMEWORK;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
7,CIVICS,AUTHORITY_CONFLICT,83,0,81,83,4,0,5,44,48,0,0,10,0,0,no,0,"NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;LESSONS_WITHOUT_HUMAN_REVIEW;UNVERIFIED_PROVENANCE;NO_HOMEWORK;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
7,COMPUTER_SCIENCE,RELEASE_BINDING_GAP,13,0,13,13,0,0,0,0,0,0,0,0,0,0,no,0,"NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;LESSONS_WITHOUT_HUMAN_REVIEW;UNVERIFIED_PROVENANCE;NO_CLASSWORK;NO_HOMEWORK;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_UNIT_STRUCTURE;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
7,DIGITAL_LITERACY,NO_VERIFIED_SOURCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0,"NO_LIVE_LESSONS;NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;NO_CLASSWORK;NO_HOMEWORK;NO_PRACTICE;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_UNIT_STRUCTURE;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
7,ENGINEERING_FOUNDATIONS,RELEASE_BINDING_GAP,12,0,12,12,0,0,2,0,0,0,0,0,0,0,no,0,"NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;LESSONS_WITHOUT_HUMAN_REVIEW;UNVERIFIED_PROVENANCE;NO_CLASSWORK;NO_HOMEWORK;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_UNIT_STRUCTURE;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY;NON_CANONICAL_SUBJECT_BINDING"
7,BUSINESS_ENTREPRENEURSHIP,NO_VERIFIED_SOURCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0,"NO_LIVE_LESSONS;NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;NO_CLASSWORK;NO_HOMEWORK;NO_PRACTICE;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_UNIT_STRUCTURE;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
7,FINANCIAL_LITERACY,NO_VERIFIED_SOURCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0,"NO_LIVE_LESSONS;NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;NO_CLASSWORK;NO_HOMEWORK;NO_PRACTICE;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_UNIT_STRUCTURE;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
7,CAREER_EXPLORATION,NO_VERIFIED_SOURCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0,"NO_LIVE_LESSONS;NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;NO_CLASSWORK;NO_HOMEWORK;NO_PRACTICE;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_UNIT_STRUCTURE;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
7,COMMUNICATION_SKILLS,NO_VERIFIED_SOURCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0,"NO_LIVE_LESSONS;NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;NO_CLASSWORK;NO_HOMEWORK;NO_PRACTICE;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_UNIT_STRUCTURE;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
7,PROBLEM_SOLVING,NO_VERIFIED_SOURCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0,"NO_LIVE_LESSONS;NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;NO_CLASSWORK;NO_HOMEWORK;NO_PRACTICE;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_UNIT_STRUCTURE;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
7,CREATIVITY_INNOVATION,NO_VERIFIED_SOURCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0,"NO_LIVE_LESSONS;NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;NO_CLASSWORK;NO_HOMEWORK;NO_PRACTICE;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_UNIT_STRUCTURE;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
7,AGRICULTURE,NO_VERIFIED_SOURCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0,"NO_LIVE_LESSONS;NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;NO_CLASSWORK;NO_HOMEWORK;NO_PRACTICE;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_UNIT_STRUCTURE;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
7,ENVIRONMENTAL_STUDIES,NO_VERIFIED_SOURCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0,"NO_LIVE_LESSONS;NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;NO_CLASSWORK;NO_HOMEWORK;NO_PRACTICE;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_UNIT_STRUCTURE;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
7,AI_LITERACY,NO_VERIFIED_SOURCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0,"NO_LIVE_LESSONS;NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;NO_CLASSWORK;NO_HOMEWORK;NO_PRACTICE;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_UNIT_STRUCTURE;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
7,DATA_LITERACY,NO_VERIFIED_SOURCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0,"NO_LIVE_LESSONS;NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;NO_CLASSWORK;NO_HOMEWORK;NO_PRACTICE;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_UNIT_STRUCTURE;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
7,ENERGY_INFRASTRUCTURE,NO_VERIFIED_SOURCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0,"NO_LIVE_LESSONS;NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;NO_CLASSWORK;NO_HOMEWORK;NO_PRACTICE;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_UNIT_STRUCTURE;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
8,MATH,RELEASE_BINDING_GAP,8,0,8,8,0,0,0,0,0,4,0,3,0,0,yes,0,"NO_GOVERNED_OBJECTIVES;LESSONS_WITHOUT_HUMAN_REVIEW;UNVERIFIED_PROVENANCE;NO_CLASSWORK;NO_HOMEWORK;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
8,LITERACY,RELEASE_BINDING_GAP,19,0,19,19,0,0,0,0,0,3,0,3,0,0,yes,0,"NO_GOVERNED_OBJECTIVES;LESSONS_WITHOUT_HUMAN_REVIEW;UNVERIFIED_PROVENANCE;NO_CLASSWORK;NO_HOMEWORK;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY;NON_CANONICAL_SUBJECT_BINDING"
8,SCIENCE,RELEASE_BINDING_GAP,5,0,5,5,0,0,0,0,0,3,6,3,0,0,yes,0,"NO_GOVERNED_OBJECTIVES;LESSONS_WITHOUT_HUMAN_REVIEW;UNVERIFIED_PROVENANCE;NO_CLASSWORK;NO_HOMEWORK;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
8,SOCIAL_STUDIES,SOURCE_EXISTS_NOT_IMPORTED,0,0,0,0,0,0,0,0,0,0,0,2,0,0,yes,0,"NO_LIVE_LESSONS;NO_GOVERNED_OBJECTIVES;NO_CLASSWORK;NO_HOMEWORK;NO_PRACTICE;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
8,CIVICS,RELEASE_BINDING_GAP,5,0,5,5,0,0,0,0,0,0,0,3,0,0,no,0,"NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;LESSONS_WITHOUT_HUMAN_REVIEW;UNVERIFIED_PROVENANCE;NO_CLASSWORK;NO_HOMEWORK;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
8,COMPUTER_SCIENCE,RELEASE_BINDING_GAP,14,0,14,14,0,0,0,0,0,0,0,0,0,0,no,0,"NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;LESSONS_WITHOUT_HUMAN_REVIEW;UNVERIFIED_PROVENANCE;NO_CLASSWORK;NO_HOMEWORK;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_UNIT_STRUCTURE;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
8,DIGITAL_LITERACY,NO_VERIFIED_SOURCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0,"NO_LIVE_LESSONS;NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;NO_CLASSWORK;NO_HOMEWORK;NO_PRACTICE;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_UNIT_STRUCTURE;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
8,ENGINEERING_FOUNDATIONS,RELEASE_BINDING_GAP,9,0,9,9,0,0,0,0,0,0,0,0,0,0,no,0,"NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;LESSONS_WITHOUT_HUMAN_REVIEW;UNVERIFIED_PROVENANCE;NO_CLASSWORK;NO_HOMEWORK;NO_PRACTICE;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_UNIT_STRUCTURE;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
8,BUSINESS_ENTREPRENEURSHIP,NO_VERIFIED_SOURCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0,"NO_LIVE_LESSONS;NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;NO_CLASSWORK;NO_HOMEWORK;NO_PRACTICE;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_UNIT_STRUCTURE;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
8,FINANCIAL_LITERACY,NO_VERIFIED_SOURCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0,"NO_LIVE_LESSONS;NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;NO_CLASSWORK;NO_HOMEWORK;NO_PRACTICE;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_UNIT_STRUCTURE;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
8,CAREER_EXPLORATION,NO_VERIFIED_SOURCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0,"NO_LIVE_LESSONS;NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;NO_CLASSWORK;NO_HOMEWORK;NO_PRACTICE;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_UNIT_STRUCTURE;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
8,COMMUNICATION_SKILLS,NO_VERIFIED_SOURCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0,"NO_LIVE_LESSONS;NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;NO_CLASSWORK;NO_HOMEWORK;NO_PRACTICE;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_UNIT_STRUCTURE;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
8,PROBLEM_SOLVING,NO_VERIFIED_SOURCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0,"NO_LIVE_LESSONS;NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;NO_CLASSWORK;NO_HOMEWORK;NO_PRACTICE;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_UNIT_STRUCTURE;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
8,CREATIVITY_INNOVATION,NO_VERIFIED_SOURCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0,"NO_LIVE_LESSONS;NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;NO_CLASSWORK;NO_HOMEWORK;NO_PRACTICE;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_UNIT_STRUCTURE;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
8,AGRICULTURE,NO_VERIFIED_SOURCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0,"NO_LIVE_LESSONS;NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;NO_CLASSWORK;NO_HOMEWORK;NO_PRACTICE;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_UNIT_STRUCTURE;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
8,ENVIRONMENTAL_STUDIES,NO_VERIFIED_SOURCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0,"NO_LIVE_LESSONS;NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;NO_CLASSWORK;NO_HOMEWORK;NO_PRACTICE;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_UNIT_STRUCTURE;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
8,AI_LITERACY,NO_VERIFIED_SOURCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0,"NO_LIVE_LESSONS;NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;NO_CLASSWORK;NO_HOMEWORK;NO_PRACTICE;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_UNIT_STRUCTURE;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
8,DATA_LITERACY,NO_VERIFIED_SOURCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0,"NO_LIVE_LESSONS;NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;NO_CLASSWORK;NO_HOMEWORK;NO_PRACTICE;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_UNIT_STRUCTURE;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
8,ENERGY_INFRASTRUCTURE,NO_VERIFIED_SOURCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0,"NO_LIVE_LESSONS;NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;NO_CLASSWORK;NO_HOMEWORK;NO_PRACTICE;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_UNIT_STRUCTURE;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
9,MATH,AUTHORITY_CONFLICT,3,0,2,3,1,0,2,0,1,1,0,3,1,1,yes,0,"LESSONS_WITHOUT_HUMAN_REVIEW;UNVERIFIED_PROVENANCE;NO_HOMEWORK;NO_DIAGNOSTIC_BINDING;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
9,LITERACY,RELEASE_BINDING_GAP,10,0,10,10,0,0,0,0,0,1,0,3,1,0,yes,0,"LESSONS_WITHOUT_HUMAN_REVIEW;UNVERIFIED_PROVENANCE;NO_CLASSWORK;NO_HOMEWORK;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY;NON_CANONICAL_SUBJECT_BINDING"
9,SCIENCE,SOURCE_EXISTS_NOT_IMPORTED,0,0,0,0,0,0,0,0,0,0,10,2,1,0,yes,0,"NO_LIVE_LESSONS;NO_CLASSWORK;NO_HOMEWORK;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
9,SOCIAL_STUDIES,RELEASE_BINDING_GAP,1,0,1,1,0,0,1,0,0,0,0,2,1,0,yes,0,"LESSONS_WITHOUT_HUMAN_REVIEW;UNVERIFIED_PROVENANCE;NO_CLASSWORK;NO_HOMEWORK;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
9,CIVICS,NO_VERIFIED_SOURCE,0,0,0,0,0,0,0,0,0,0,0,2,0,0,no,0,"NO_LIVE_LESSONS;NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;NO_CLASSWORK;NO_HOMEWORK;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
9,COMPUTER_SCIENCE,RELEASE_BINDING_GAP,9,0,9,9,0,0,1,0,0,0,0,0,0,0,no,0,"NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;LESSONS_WITHOUT_HUMAN_REVIEW;UNVERIFIED_PROVENANCE;NO_CLASSWORK;NO_HOMEWORK;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_UNIT_STRUCTURE;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
9,DIGITAL_LITERACY,NO_VERIFIED_SOURCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0,"NO_LIVE_LESSONS;NO_VERIFIED_SOURCE;NO_GOVERNED_OBJECTIVES;NO_CLASSWORK;NO_HOMEWORK;NO_PRACTICE;NO_QUIZ_OR_ITEMS;NO_TEST_OR_EXAM;NO_DIAGNOSTIC_BINDING;NO_UNIT_STRUCTURE;NO_TEXTBOOK_RESOURCE;NO_EXECUTABLE_RELEASE;NO_TOOL_POLICY"
